"Action,Id,ShopName,ShopNameDisplay,ShopStatus,ShopType,SPLC,SCAC,Address1,Address2,City,State,Zip,IsAITXShop,CertifcationClass,CertificationDate,CertificateExpiration,Comment,CurrencyCode,DeliveryLines,DisplayOnCustomerMap,DisplayOnWebPortal,Email,EnvironmentalReview,Fax,LaborRate,Latitude,Longitude,LogoURL,Phone,SAP,Website,EnterDate,EnterUserId,LastEditDate,LastEditUserId,Last Verified,,,,"
",980,Watco,Watco (Chocolate Bayou),Review,Repair: Mini Mobile,,,,,Chocolate Bayou,TX,nan,No,,,,This location is not GBW,,,No,No,lbelk@watcocompanies.com,No,,,,,,,0,,2013-08-26 14:21:05,49,2015-10-19 11:56:49,1039,2025-03-03,,,,"
"Check,2787,Watco,Watco (Cudahy),Active,Repair,,,5000 S Whitnall Ave,,Cudahy,WI,53110,No,,,,,,UP-Freight cars,No,No,casey.lorbiecki@watcocompanies.com; Noah.Wachowiacz@watcocompanies.com,No,,,42.9526924,-87.8649262,,(844) 417-0219,1005748,,2024-09-20 00:00:00,1,2024-10-14 14:34:23,11,2025-03-03,,,,"
"Check,2813,Watco,Watco (Pittsburg),Active,Repair,,,437 S 260th St,,Pittsburg,KS,66762,No,,,,,,SKOL,No,No,james.herman@watcocompanies.com,No,,,37.461727,-94.6336243,,(844) 364-7404,0,,2024-09-20 00:00:00,1,2024-09-20 00:00:00,1,2025-03-03,,,,"
"Check,2311,Watco - Cudahy Wi,Watco - Cudahy WI (Cudahy),Active,Repair,336167000,EQX,500 S Whitnall Ave,,Cudahy,WI,53110,No,,,,10/31/23 Shop is closing,,,No,No,Casey.Lorbiecki@watco.com,No,,,,,,,1008761,,2023-01-06 00:00:00,1,2023-10-31 10:26:22,5715,2025-03-03,,,,"
"Check,2312,Watco - Jacksonville Fl,Watco - Jacksonville FL (Jacksonville),Active,Repair,587470000,RPX,7305 Old Kings Road North,,Jacksonville,FL,32219,No,,,,Added from Insight,USD,NS,No,No,Brian.Keithan@watco.com; Charles.Sigley@watco.com,No,,,,,,,1008790,,2023-01-06 00:00:00,1,2024-12-19 09:17:47,5715,2025-03-03,,,,"
"Check,923,Watco (Fomrerly Gbw Rail Services),Watco (fomrerly GBW Rail Services) (Lake Oswego),Active,Repair,853735000,,,,Lake Oswego,OR,nan,No,,,,,,,No,No,,No,,,,,,,1005748,,2011-06-02 11:37:22,49,2020-07-01 10:14:20,1,2025-03-03,,,,"
"Check,171,Watco (Formerly Gbw Rail Services),Watco (formerly GBW Rail Services) (Springfield),Active,Repair,855624000,,303 S. 5th Street,,Springfield,OR,97477,No,,,,,,,No,No,mark.caputo@gbwservices.com,No,(541) 746-8335,,44.053988,-122.976726,,(541) 746-6556,1005748,,2007-04-01 00:00:00,1,2020-07-01 10:14:20,1,2025-03-03,,,,"
"Check,200,Watco (Formerly Gbw Rail Services),Watco (formerly GBW Rail Services) (Hockley),Active,Repair,684737000,,17000 Premium Drive,,Hockley,TX,77447,No,,,,UP Delivery,,UP,No,No,Kimberly.berry@watcocompanies.com; tbass@watcocompanies.com; Nicole.Bailey@watcocompanies.com; Norma.torres@watcocompanies.com;Kyle.finn@watcocompanies.com   ,No,(936) 372-9568,,30.026544,-95.843585,,(936) 372-9136,1005748,,2007-04-01 00:00:00,1,2020-08-11 10:46:01,3492,2025-03-03,,,,"
"Check,230,Watco (Formerly Gbw Rail Services),Watco (formerly GBW Rail Services) (Golden),Active,Repair,744836000,,4430 McIntyre Street,,Golden,CO,80403,No,,,,,,,No,No,brent.benham@gbwservices.com,No,(303) 279-4536,,,,,(303) 279-5488,1005748,,2007-04-01 00:00:00,1,2020-07-01 10:14:20,1,2025-03-03,,,,"
"Check,246,Watco (Formerly Gbw Rail Services),Watco (formerly GBW Rail Services) (Kansas City),Active,Repair,566900000,,8116 Wilson Road,,Kansas City,MO,nan,No,,,,,,,No,No,samuel.davis@gbwservices.com; Deena.Christopher@Gbwservices.com; Jose.Torres@Gbwservices.com,No,,,39.090431,-94.583644,,(866) 526-2242,1005748,,2007-04-01 00:00:00,1,2020-07-01 10:14:20,1,2025-03-03,,,,"
"Check,540,Watco (Formerly Gbw Rail Services),Watco (formerly GBW Rail Services) (Zwolle),Active,Repair,656745000,,P.O. Box 578,1439 North Main Street,Zwolle,LA,71486,No,,,,NO CLEANING    Delivering line KCS,,KCS,Yes,No,dwilczewski@GBWServices.com; heather.parrie@gbwservices.com,Yes,(318) 645-4112,,31.6319293,-93.6375938,,(318) 645-6181,1005748,www.gbwservices.com,2007-04-01 00:00:00,1,2020-07-01 10:14:20,1,2025-03-03,,,,"
"Check,784,Watco (Formerly Gbw Rail Services),Watco (formerly GBW Rail Services) (Fitzgerald),Active,Repair,,,222 Rip Wiley Rd.,,Fitzgerald,GA,31750,No,,2009-03-19 00:00:00,,,,,No,No,jordan.merritt@watcocompanies.com; jordan.wells@watcocompanies.com; jeffrey.nugent@watcocompanies.com,No,CSXT,,31.714953,-83.252941,,(229) 423-5651,1005748,,2009-03-19 11:47:30,273,2020-07-01 10:14:20,1,2025-03-03,,,,"
"Check,826,Watco (Formerly Gbw Rail Services),Watco (formerly GBW Rail Services) (Houston),Active,Repair,684800000,,13609 Industrial Road,P. O. Box 7,Houston,TX,77015,No,,,,SHOP DOES NOT CLEAN CARS    Delivering line UP,,UP,Yes,No,Yasmin.Guzman@GBWServices.com; custservhouston@gbwservices.com; kyle.finn@gbwservices.com,Yes,(713) 435-2704,,29.7501133,-95.1880347,,(713) 453-2700,1005748,www.gbwservices.com,2009-12-16 13:49:19,273,2020-07-01 10:14:20,1,2025-03-03,,,,"
"Check,836,Watco (Formerly Gbw Rail Services),Watco (formerly GBW Rail Services) (Junction City),Active,Repair,,,,,Junction City,KS,nan,No,,,,""No longer tank car certified - July 18, 2016"",,,No,No,David.Fowler@GBWServices.com; Dee.Anderson@GBWServices.com; Red.Nelly@GBWServices.com; Neil.Heerdink@GBWServices.com,No,,,,,,,1005748,,2010-03-10 10:45:18,49,2020-07-01 10:14:20,1,2025-03-03,,,,"
"Check,843,Watco (Formerly Gbw Rail Services),Watco (formerly GBW Rail Services) (San Antonio),Active,Repair,687499000,,,,San Antonio,TX,nan,No,,,,,,,No,No,juan.maciel@gbwservices.com,No,,,,,,,1005748,,2010-03-26 15:46:47,49,2020-07-01 10:14:20,1,2025-03-03,,,,"
"Check,846,Watco (Formerly Gbw Rail Services),Watco (formerly GBW Rail Services) (Topeka),Active,Repair,,,100 NE Woodruff Ave.,,Topeka,KS,66616,No,,,,,,,No,No,vernon.riddle@gbwservices.com,No,,,,,,(866) 722-7068,1005748,,2010-03-31 11:29:23,273,2020-07-01 10:14:20,1,2025-03-03,,,,"
"Check,848,Watco (Formerly Gbw Rail Services),Watco (formerly GBW Rail Services) (Hodge),Active,Repair,,,1219 S. Elm Street,PO Box 550,Hodge,LA,71247,No,,,,,,,No,No,""brad.porter@gbwservices.com, "",No,,,,,,(877) 459-5410,1005748,,2010-03-31 11:34:59,273,2020-07-01 10:14:20,1,2025-03-03,,,,"
"Check,849,Watco (Formerly Gbw Rail Services),Watco (formerly GBW Rail Services) (San Antonio),Active,Repair,,,497 S. Tayman Street,,San Antonio,TX,78226,No,,,,,,,No,No,juan.maciel@gbwservices.com,No,,,,,,(877) 921-1900,1005748,,2010-03-31 11:38:31,273,2020-07-01 10:14:20,1,2025-03-03,,,,"
"Check,760,Watco (Formerly Gbw Rail Services)W,Watco (formerly GBW Rail Services)w (Modesto),Active,Repair,875850000,,,,Modesto,CA,nan,No,,,,,,,No,No,Valerie.Prich@gbwservices.com,No,,,,,,,1005748,,2008-04-15 15:43:23,49,2020-07-01 10:14:20,1,2025-03-03,,,,"
"Check,54,Watco (Formerly Gbw Rail Services)Wa,Watco (formerly GBW Rail Services)wa (Marshall),Active,Repair,665370000,,P.O. Box 428,,Marshall,TX,75688,No,,,,,,,No,No,Megan.McDaniel@GBWServices.com,No,(903) 935-2940,,32.536134,-94.349913,,(903) 935-7847,1005748,,2007-04-01 00:00:00,1,2020-07-01 10:14:20,1,2025-03-03,,,,"
"Delete,2842,Watco,Watco (Lake Charles),Active,Repair: Mini Mobile,,,,,Lake Charles,LA,nan,No,,,,,,,No,No,,No,,,,,,,0,,2024-09-20 00:00:00,1,2024-09-20 00:00:00,1,2025-03-03,,,,"
"Check,918,Watco (Formerly Gbw Rail Services)Wa,Watco (formerly GBW Rail Services)wa (Council Bluffs),Active,Repair,,,,,Council Bluffs,IA,nan,No,,,,,,,No,No,jmckern@gbwservices.com,No,,,,,,,1005748,,2011-04-11 17:18:15,49,2020-07-01 10:14:20,1,2025-03-03,,,,"
"Check,985,Watco (Formerly Gbw Rail Services-Omaha West),Watco (formerly GBW Rail Services-Omaha West) (Omaha),Active,Repair,553200000,,13810 L Street,,Omaha,NE,68137,No,,,,UP,,,No,No,rod.bodfield@watco.com; tad.mayfield@watco.com; Travis.Bost@watco.com; Mark.Bonar@watco.com,No,,,,,,(712) 323-2353,1005748,,2013-11-07 14:07:19,49,2024-01-26 05:45:21,5715,2025-03-03,,,,"
"Delete,515,Watco (Tex Pet Mobile),Watco (Tex Pet Mobile) (Houston),Active,Repair: Mini Mobile,,,,,Houston,TX,nan,No,,,,This location is not GBW.,,,No,No,,No,,,,,,,1005748,,2007-04-01 00:00:00,1,2020-07-01 10:14:20,1,2025-03-03,,,,"
"Check,754,Watco (Formerly Wagbw Repair Services),Watco (formerly waGBW Repair Services) (Atchison),Active,Repair,,,Hwy 59 West,Hwy 59 West,Atchison,KS,66002,No,,,,,,,No,No,steve.trader@gbwservices.com;  Ryan.Diefenbach@GBWServices.com; Ryan.Schaffer@GBWServices.com;  margaret.wells@gbwservices.com,No,,,39.560903,-95.127377,,(913) 367-1635,1005748,,2007-11-07 14:44:39,49,2020-07-01 10:14:20,1,2025-03-03,,,,"
"Check,2108,Watco (Pittsburg),Watco (Pittsburg) (Pittsburg),Active,Repair,,,315 W 3rd St,,Pittsburg,KS,66762,No,,,,,,SKOL,No,No,Donna.Stinson@watcocompanies.com; Heather.Sepulvado@watcocompanies.com; James.Herman@watcocompanies.com,No,,,,,,(331) 262-5396,1005748,,2019-10-25 09:58:07,3509,2020-07-01 10:14:20,1,2025-03-03,,,,"
"Delete,2814,Watco - Mobile,Watco - Mobile (Crown Point),Active,Repair: Mini Mobile,,,,,Crown Point,IN,nan,No,,,,,,,No,No,,No,,,,,,,0,,2024-09-20 00:00:00,1,2024-09-20 00:00:00,1,2025-03-03,,,,"
"Check,2132,Watco Coffeyville,Watco Coffeyville (Coffeyville),Active,Repair,,,1604 S Spruce,,Coffeyville,KS,67337,No,,,,,,""SKOL (UP,KCS)"",No,No,Jeremy.Veley@watco.com; Jeffery.Denton@watco.com; Kyle.Mansfield@watco.com,No,,,,,,,1005748,,2020-08-19 11:16:56,3492,2024-11-22 09:37:11,5735,2025-03-03,,,,"
"Check,2782,Watco Companies,Watco Companies (Corunna),Active,Repair,,,403 Lasalle Line,,Corunna,ON,NON 1,No,,,,,,CN,No,No,Jason.legay@watcocompanies.com; Corey.walt@watcocompanies.com; Heather.chute@watcocompanies.com; Josh.digiuseppe@watcocompanies.com; James.bedard@watcocompanies.com   ,No,,,42.9097554,-82.4273262,,(519) 344-1130,0,,2024-09-20 00:00:00,1,2024-09-20 00:00:00,1,2025-03-03,,,,"
"Check,2788,Watco Companies,Watco Companies (Pittsburg),Active,Repair,,,437 S 260th St,,Pittsburg,KS,66762,No,,,,,,SKOL-freight cars,No,No,james.herman@watcocompanies.com,No,,,37.461727,-94.6336243,,(844) 364-7404,0,,2024-09-20 00:00:00,1,2024-09-20 00:00:00,1,2025-03-03,,,,"
"Check,2789,Watco Companies,Watco Companies (Proctor),Active,Repair,,,On-Site at Westlake,,Proctor,WV,nan,No,,,,,,,No,No,,No,,,39.7539078,-80.8599946,,,0,,2024-09-20 00:00:00,1,2024-09-20 00:00:00,1,2025-03-03,,,,"
"Delete,528,Watco Companies - Mobile,Watco Companies - Mobile (**),Active,Repair: Mini Mobile,684800000,,13609 Industiral Rd,,,,77015,No,,,,,,,No,No,mcrounse@watcocompanies.com; ,No,(713) 330-4274,,,,,(713) 899-2751,1005748,,2007-04-01 00:00:00,1,2024-06-24 13:22:56,5715,2025-03-03,,,,"
"Check,2065,Watco Rail Services (Formerly Gbw) Scottsville,Watco Rail Services (formerly GBW) Scottsville (Scottsville),Active,Repair,,,FM 2199 Verhalen Industrial Rd.,,Scottsville,TX,75688,No,,,,UP,,,No,No,Stephanie.Rich@watcocompanies.com; Megan.McDaniel@watcocompanies.com,No,UP delivery,,,,,(903) 935-7847,1005748,,2017-01-05 15:46:53,1156,2020-07-01 10:14:20,1,2025-03-03,,,,"
"Check,2114,Watco Sarnia,Watco Sarnia (Corunna),Active,Repair,,,403 Lasalle Line,,Corunna,ON,N0N 1,No,,,,Closing effective 5/31/2020,,,No,No,Jason.Legay@watcocompanies.com;Donna.Stinson@watcocompanies.com;Neil.Heerdink@watcocompanies.com;Corey.Walt@watcocompanies.com;Heather.Chute@watcocompanies.com; John.Giorgi@watcocompanies.com;Andy.Cunningham@watcocompanies.com,No,,,,,,,1005748,,2020-01-15 14:18:57,3492,2020-07-01 10:14:20,1,2025-03-03,,,,"
"Check,2069,""Watco, Wsor Horicon"",""Watco, WSOR Horicon (Horicon)"",Active,Repair,WSOR,,313 Clinton Street,,Horicon,WI,nan,No,,,,""UP - Janesville, WI, CHG-BRC,   CN - Slinger, WI, CHG-BRC  CP - Janesville, WI, Madison, WI, CHG-BRC  BNSF,NS,CSX-CHG-BRC  $350 both switch in and out  "",,""UP,CP,CN,BRC"",No,No,mkrause@watco.com; dnyman@watco.com; David.Paspalofski@watco.com     ,No,,,,,,(414) 604-5029,1008790,,2017-03-02 09:50:25,1039,2024-08-20 09:36:07,5715,2025-03-03,,,,"
",2908,Watco-Ejsr,Watco-EJSR (Crest Hill),Active,Repair: Mini Mobile,,,2201 N Center St,,Crest Hill,IL,60403,No,,,,,,,No,No,,No,,,,,,(715) 697-3967,0,,2024-09-20 00:00:00,1,2024-09-20 00:00:00,1,2025-03-03,,,,"
"Delete,2056,Wells Fargo,Wells Fargo (Rosemont),Active,Repair,,,9377 W Higgins Road,Suite 600,Rosemont,IL,60018,No,,,,Only use to reimburse Wells Fargo for repairs.,,,No,No,,No,,,,,,(847) 318-7575,0,,2016-10-12 08:42:03,49,2018-04-26 09:41:15,273,2025-03-03,,,,"
"Delete,2313,Wells Fargo Rail,Wells Fargo Rail (Charlotte),Active,Repair: Mini Mobile,100335000,FURX,P.O. Box 60546,,Charlotte,NC,nan,No,,,,Added from Insight,,,No,No,,No,,,,,,,1006858,,2023-01-06 00:00:00,1,2023-01-05 00:00:00,1,2025-03-03,,,,"
",927,West Coast Railcar,WEST COAST RAILCAR  (Vacaville),Review,Repair,,,5119 Quinn Road,,Vacaville,CA,nan,No,,,,,,,No,No,,No,,,,,,,0,,2011-08-23 11:33:48,49,2011-08-23 11:33:48,49,2025-03-03,,,,"
",2484,West Railcar And Fabrication Llc,West Railcar and Fabrication LLC (Warren),Active,Repair,213137000,,,,Warren,PA,16365,No,,,,Switch Rate In:$621.00   Switch Rate Out:$621.00       ,,BPRR,No,No,wrfx@westrailcar.com,No,,,,,,,1010582,,2024-09-13 12:55:05,5715,2024-10-25 14:09:29,5715,2025-03-03,,,,"
",2748,Wheeling & Lake Erie Railway Co.,Wheeling & Lake Erie Railway Co. (Brewster),Active,Repair,,,100 1st St. SE,,Brewster,OH,44613,No,,,,,,,No,No,,No,,,,,,(330) 767-3401,0,,2024-09-20 00:00:00,1,2024-09-20 00:00:00,1,2025-03-03,,,,"
",2857,Wilmington Railcar,Wilmington Railcar (Wimington),Active,Repair,,,,,Wimington,NC,28403,No,,,,,,,No,No,jallen@wilmingtonrailcar.com,No,,,,,,(910) 442-6984,0,,2024-09-20 00:00:00,1,2024-09-20 00:00:00,1,2025-03-03,,,,"
",3136,Windsor Transload,Windsor Transload (Windsor ),Active,Repair,49810000,,6161 Coronation Ave,,Windsor ,ON,N8T 0,No,,,,""served 5 days a week by CN direct and Zone 1 switch from CPKC and CSX  No PD   Yes - paint, lining, blast, power wash, food grade cleaning, wrecks  $125 switch"",,CN,No,No,rickp@windsortransload.com; brien@windsortransload.com; shaun@windsortransload.com      ,No,,,42.3048889,-82.9466389,,(519) 980-9812,0,www.windsortransload.com,2024-11-05 13:36:03,5715,2024-11-05 13:36:03,5715,2025-03-03,,,,"
",526,Woodward Railcar,Woodward Railcar (Pond Creek),Review,Repair,623284000,,,,Pond Creek,OK,nan,No,,,,,,,No,No,,No,,,,,,,0,,2007-04-01 00:00:00,1,2007-04-01 00:00:00,1,2025-03-03,,,,"
",2314,Y  - At&L Railroad,Y  - AT&L Railroad (Watonga),Active,Storage Yard,634250000,ATLT,PO Box 29,,Watonga,OK,73772,No,,,,""Todd Lafferty  AT&L Railroad Company, LLC  "",,UP,No,No,toddlafferty@wheelerbrothers.com,No,,,,,,(580) 623-5477,1008819,,2023-01-06 00:00:00,1,2024-10-15 08:20:16,5746,2025-03-03,,,,"
",190,Y - A & K Railroad Storage Track,Y - A & K Railroad Storage Track (Granite City),Review,Storage Yard,396292000,,Niedringhaus Avenue,,Granite City,IL,nan,No,,,,,,,No,No,AHearn@akrailroad.com,No,(913) 375-9374,,38.716055,-90.127716,,(618) 451-6165,0,,2007-04-01 00:00:00,1,2024-12-18 14:33:46,5822,2025-03-03,,,,"
",2011,Y - Aaron Oil,Y - Aaron Oil (Moss Point),Review,Storage Yard,488676000,,,,Moss Point,MS,nan,No,,,,,,,No,No,,No,,,,,,,0,,2015-05-29 14:43:14,10,2024-10-17 09:46:06,5822,2025-03-03,,,,"
",3106,Y - Abdw (Osborn),Y - ABDW (Osborn) (Hammond),Active,Storage Yard,363400000,,1601 E 165th St,,Hammond,IN,46320,No,,,,,,IHB,No,No,Drew Wilson drew@shipabdw.com,No,,,,,,(815) 719-3584,1010101,shipabdw.com,2024-09-20 00:00:00,1,2024-10-22 07:41:49,5746,2025-03-03,,,,"
",2825,Y - Abdw Logistics (Bain),Y - ABDW Logistics (Bain) (Kenosha),Active,Storage Yard,336730000,,,,Kenosha,WI,nan,No,,,,Jeremy Lebeau  Contact for ABDW: Drew Wilson,,UP,No,No,drew@shipabdw.com,No,,,,,,(815) 719-3584,1010101,shipabdw.com,2024-09-20 00:00:00,1,2024-10-22 07:42:05,5746,2025-03-03,,,,"
",2826,Y - Abdw Logistics (Truesdell),Y - ABDW Logistics (Truesdell) (Kenosha),Active,Storage Yard,336730000,,,,Kenosha,WI,nan,No,,,,Jeremy Lebeau  Contact for ABDW: Drew Wilson,,CPRS,No,No,drew@shipabdw.com,No,,,,,,(815) 719-3584,1010101,shipabdw.com,2024-09-20 00:00:00,1,2024-10-22 07:42:21,5746,2025-03-03,,,,"
",2901,Y - Abdw Logistics - Bolton'S Crown (Harrold),Y - ABDW Logistics - Bolton's Crown (Harrold) (Harrold),Active,Storage Yard,675137000,,HWY 287 E,,Harrold,TX,76364,No,,,,Bolton Crown Quality Inc (ABDW)    ,,BNSF,No,No,Drew Wilson drew@shipabdw.com,No,,,,,,,1010101,shipabdw.com,2024-09-20 00:00:00,1,2024-10-22 07:42:38,5746,2025-03-03,,,,"
",2827,Y - Abdw Logistics - Vernon Aka Bolton'S Crown,Y - ABDW Logistics - Vernon aka Bolton's Crown (Vernon),Active,Storage Yard,675150000,,""810 Fannin St,"",,Vernon,TX,76384,No,,,,Jeremy Lebeau  Contact for ABDW: Drew Wilson,,BNSF,No,No,drew@shipabdw.com,No,,,34.162175,-99.284564,,(815) 719-3584,1010101,,2024-09-20 00:00:00,1,2024-10-22 07:42:55,5746,2025-03-03,,,,"
",3079,Y - Acadiana Railway,Y - Acadiana Railway (Opelousas),Active,Storage Yard,657160000,,1 Railroad Ave,,Opelousas,LA,70570,No,,,,Routing:  UP-OPELO-AKDN  ,,UP,No,No,info@viperstorage.com Jared White,No,,,,,,(801) 209-7227,1010099,,2024-09-20 00:00:00,1,2024-10-22 07:43:52,5746,2025-03-03,,,,"
",3080,Y - Acadiana Railway,Y - Acadiana Railway (Ville Platte),Active,Storage Yard,657250000,,,,Ville Platte,LA,nan,No,,,,,,UP,No,No,info@viperstorage.com,No,,,,,,(833) 888-4737,1010099,,2024-09-20 00:00:00,1,2024-10-22 07:44:08,5746,2025-03-03,,,,"
",785,""Y - Acf-Huntington, Wv"",""Y - ACF-Huntington, WV (Huntington)"",Review,Storage Yard,277860000,,2300 Third Ave.,P. O. Box 547,Huntington,WV,25710,No,,,,""Phone #304-529-3211, X-300"",,,No,No,DNibert@acfindustries.com,No,304-528-6332,,38.42347,-82.4283,,(304) 529-3211,0,,2009-03-20 13:22:36,247,2024-10-17 10:40:34,5822,2025-03-03,,,,"
",2164,Y - Aitx,Y - AITX (Clinton),Active,Storage Yard,369985000,,85 East 4th Street,,Clinton,IN,47842,Yes,,,,Contact:  Tim Jones - Plant Manager (tjones2@aitx.com)  ,,CSX,No,Yes,tjones2@aitx.com,No,,,,,,(765) 505-2937,1005068,,2022-01-28 16:11:19,3492,2024-05-29 10:37:51,5746,2025-03-03,,,,"
",831,""Y - Akzo , Mobile,Al"",""Y - Akzo , Mobile,AL ()"",Review,Storage: Customer,,,,,,,nan,No,,,,,,,No,No,,No,,,,,,,0,,2010-02-17 16:18:13,10,2010-02-17 16:18:13,10,2025-03-03,,,,"
",830,""Y - Akzo Nobel, Lemoyne, Al"",""Y - Akzo Nobel, Lemoyne, AL (AL)"",Review,Storage Yard,479947000,,Customer Storage,Lemoyne,,AL,nan,No,,,,,,,No,No,,No,,,,,,,0,,2010-02-10 13:41:27,10,2024-10-16 12:18:31,5822,2025-03-03,,,,"
",832,""Y - Akzo, Mobile, Al"",""Y - Akzo, Mobile, AL (AL)"",Review,Storage: Customer,479800000,,,,,AL,nan,No,,,,,,,No,No,,No,,,,,,,0,,2010-02-17 16:25:41,10,2024-10-16 12:19:05,5822,2025-03-03,,,,"
",23,Y - Alabama & Florida Railway Storage,Y - Alabama & Florida Railway Storage (Georgiana),Review,Storage Yard,478270000,,""1318 S. Johanson Road, Peoria, IL  61607"",,Georgiana,AL,nan,No,,,,,,,No,No,tammy@pioneer-railcorp.co,No,(800) 554-7329,,31.642461,-86.736852,,(800) 682-7245,0,,2007-04-01 00:00:00,1,2007-04-01 00:00:00,1,2025-03-03,,,,"
",31,Y - Alabama & Gulf Coast Railroad (Agr),Y - Alabama & Gulf Coast Railroad (AGR) (Monroeville),Active,Storage Yard,478968000,,734 Hixon Road,,Monroeville,AL,36461,No,,,,""NS - Kimbrough, AL (KIMBR)"",,""NS, BNSF, KCS, CSXT"",No,No,AGR-CS@gwrr.com  AGR-OPS@gwrr.com  AGR-Billing@gwrr.com,No,(800) 554-7329,,31.515022,-87.325387,,(800) 532-2202,1008816,,2007-04-01 00:00:00,1,2023-04-14 15:05:15,5746,2025-03-03,,,,"
",3081,Y - Alabama Rr,Y - Alabama RR (Flomaton),Active,Storage Yard,478968000,,,,Flomaton,AL,nan,No,,,,,,CSXT,No,No,,No,,,,,,,0,,2024-09-20 00:00:00,1,2024-10-16 12:16:49,5822,2025-03-03,,,,"
",2869,Y - Allegheny Valley Rr,Y - Allegheny Valley RR (Glenwood),Active,Storage Yard,218541000,,,,Glenwood,PA,nan,No,,,,,,""CSX, NS"",No,No,,No,,,,,,,0,,2024-09-20 00:00:00,1,2024-10-17 10:42:12,5822,2025-03-03,,,,"
",2315,Y - American Rail Center,Y - American Rail Center (Kenton),Active,Storage Yard,346650000,ARKO,13779 US 68,,Kenton,OH,43326,No,,,,Tyler Jacobs - Terminal Manager  Cell: 419-574-9499   Office: 419-661-9360    ,,CSXT,No,No,orders@americanrailcenter.com; TJacobs@americanrailcenter.com; ,No,,,,,,,1008817,,2023-01-06 00:00:00,1,2023-09-12 07:59:30,5746,2025-03-03,,,,"
",2316,Y - American Rail Center,Y - American Rail Center (Walbridge),Active,Storage Yard,343613000,ARWO,6722 Commodore Drive,,Walbridge,OH,43465,No,,,,Tyler Jacobs - Terminal Manager  Cell: 419-574-9499  Office: 419-661-9360,,CSXT,No,No,orders@americanrailcenter.com; TJacobs@americanrailcenter.com;,No,,,,,,,1008818,,2023-01-06 00:00:00,1,2023-09-28 14:29:02,5746,2025-03-03,,,,"
",3107,Y - American Silica,Y - American Silica (Black Rock),Active,Storage Yard,600743000,,85 Lawrence CR 205,,Black Rock,AR,72415,No,,,,Rail station SLOAN,,,No,No,,No,,,36.1512616,-91.1292975,,,0,,2024-09-20 00:00:00,1,2024-10-16 12:20:57,5822,2025-03-03,,,,"
",2317,Y - Ann Arbor Railroad,Y - Ann Arbor Railroad (Toledo),Active,Storage Yard,316650000,AA,4058 Chrysler Dr,,Toledo,OH,43608,No,,,,,,""CSXT, NS, CN, IORY"",No,No,AARROperations@watco.com; storage@watco.com,No,,,,,,,1008815,,2023-01-06 00:00:00,1,2024-11-04 10:36:22,5746,2025-03-03,,,,"
",2318,Y - Arkansas & Oklahoma Rr (Aok),Y - Arkansas & Oklahoma RR (AOK) (Wilburton),Active,Storage Yard,625560000,AOWO,116 W Main St,,Wilburton,OK,nan,No,,,,,,,No,No, heather@aokrr.com Heather Watson,No,,,,,,,1007432,,2023-01-06 00:00:00,1,2024-10-22 07:48:12,5746,2025-03-03,,,,"
",322,Y - Arkansas - Oklahoma Railroad Storage Track,Y - Arkansas - Oklahoma Railroad Storage Track (Shawnee),Active,Storage Yard,625930000,,103 S. Central,,Shawnee,OK,74578,No,,,,,,AOK/KCS/UP/BNSF,No,No,Heather@aokrr.com,No,(918) 465-0295,,35.359094,-96.929831,,(918) 465-0299,1007432,,2007-04-01 00:00:00,1,2024-10-22 07:47:56,5746,2025-03-03,,,,"
",3103,Y - Arkansas Oklahoma (Mcalester),Y - Arkansas Oklahoma (McAlester) (McAlester),Active,Storage Yard,625560000,,10 W Choctaw Ave,,McAlester,OK,74501,No,,,,,,UP,No,No,Jeremy jlebeau@crmsrail.com; heather@aokrr.com,No,,,34.9331367,-95.7750687,,,1007432,,2024-09-20 00:00:00,1,2024-10-22 07:47:43,5746,2025-03-03,,,,"
",263,Y - Arkansas-Midland Railroad Storage Track,Y - Arkansas-Midland Railroad Storage Track (North Little Rock),Review,Storage Yard,612137000,,Jones Mill Industrial Park,,North Little Rock,AR,72105,No,,,,,,,No,No,bholtz@akmidrr.com,No,(501) 844-4710,,,,,(501) 844-4444,0,,2007-04-01 00:00:00,1,2007-04-01 00:00:00,1,2025-03-03,,,,"
",2862,Y - Arkansas-Oklahoma Railroad,Y - Arkansas-Oklahoma Railroad (Wilburton),Active,Storage Yard,624940000,,,,Wilburton,OK,nan,No,,,,,,UP,No,No,,No,,,,,,,1007432,,2024-09-20 00:00:00,1,2024-10-22 07:47:29,5746,2025-03-03,,,,"
",2457,Y - B&D Holdings,Y - B&D Holdings (New Auburn),Active,Storage Yard,328124000,,,,New Auburn,WI,54757,No,,,,Larry McGlumphy  (209) 256-2003,,WN,No,No,lmcglumphy@railco.us,No,,,,,,,1008566,,2023-10-18 09:15:24,5746,2024-05-29 10:38:35,5746,2025-03-03,,,,"
",3082,Y - Blacklands,Y - Blacklands (Sulphur Springs),Active,Storage Yard,662770000,,641 Church St,,Sulphur Springs,TX,75482,No,,,,""Rail Destination: Winfield, TX     Routing: UP-MPLST-BLR  "",,BLR/UP,No,No,,No,,,,,,,0,,2024-09-20 00:00:00,1,2024-10-17 10:26:11,5822,2025-03-03,,,,"
